Country / territory of asylum/residence,Origin,Year,Value,coor_from,coor_to
Canada,Palestinian Territories,2013,16,"(35.233154, 31.952162)","(-106.346771, 56.130366)"
Canada,Russia,2013,1,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Stateless,2013,62,,"(-106.346771, 56.130366)"
Canada,Syria,2013,45,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,Tanzania,2013,1,"(34.888822, -6.369028)","(-106.346771, 56.130366)"
Canada,United States,2013,1,"(-95.712891, 37.09024)","(-106.346771, 56.130366)"
Canada,Various/unknown,2013,27,,"(-106.346771, 56.130366)"
Canada,Venezuela,2013,1,"(-66.58973, 6.42375)","(-106.346771, 56.130366)"
Czech Republic,Sri Lanka,2013,1,"(80.771797, 7.873054)","(15.472962, 49.817492)"
Denmark,Congo [DRC],2013,142,"(21.758664, -4.038333)","(9.501785, 56.26392)"
Denmark,Iran,2013,1,"(53.688046, 32.427908)","(9.501785, 56.26392)"
Denmark,Russia,2013,1,"(105.318756, 61.52401)","(9.501785, 56.26392)"
Denmark,Stateless,2013,119,,"(9.501785, 56.26392)"
Denmark,Syria,2013,1,"(38.996815, 34.802075)","(9.501785, 56.26392)"
Finland,Congo [DRC],2013,59,"(21.758664, -4.038333)","(25.748151, 61.92411)"
Finland,Iran,2013,86,"(53.688046, 32.427908)","(25.748151, 61.92411)"
Finland,Myanmar [Burma],2013,105,"(95.956223, 21.913965)","(25.748151, 61.92411)"
Finland,Russia,2013,2,"(105.318756, 61.52401)","(25.748151, 61.92411)"
Finland,Stateless,2013,14,,"(25.748151, 61.92411)"
Finland,Various/unknown,2013,1,,"(25.748151, 61.92411)"
France,Central African Rep.,2013,1,,"(2.213749, 46.227638)"
France,Congo [DRC],2013,20,"(21.758664, -4.038333)","(2.213749, 46.227638)"
France,Iran,2013,1,"(53.688046, 32.427908)","(2.213749, 46.227638)"
France,Russia,2013,4,"(105.318756, 61.52401)","(2.213749, 46.227638)"
France,Tanzania,2013,1,"(34.888822, -6.369028)","(2.213749, 46.227638)"
Germany,Iran,2013,116,"(53.688046, 32.427908)","(10.451526, 51.165691)"
Germany,Syria,2013,2,"(38.996815, 34.802075)","(10.451526, 51.165691)"
Hungary,Syria,2013,1,"(38.996815, 34.802075)","(19.503304, 47.162494)"
Ireland,Congo [DRC],2013,31,"(21.758664, -4.038333)","(-8.24389, 53.41291)"
Ireland,Palestinian Territories,2013,4,"(35.233154, 31.952162)","(-8.24389, 53.41291)"
Japan,Myanmar [Burma],2013,18,"(95.956223, 21.913965)","(138.252924, 36.204824)"
Netherlands,Congo,2013,84,,"(5.291266, 52.132633)"
Netherlands,Laos,2013,1,"(102.495496, 19.85627)","(5.291266, 52.132633)"
Netherlands,Myanmar [Burma],2013,30,"(95.956223, 21.913965)","(5.291266, 52.132633)"
Netherlands,Russia,2013,1,"(105.318756, 61.52401)","(5.291266, 52.132633)"
Netherlands,Syria,2013,14,"(38.996815, 34.802075)","(5.291266, 52.132633)"
New Zealand,Congo [DRC],2013,5,"(21.758664, -4.038333)","(174.885971, -40.900557)"
New Zealand,Iran,2013,5,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Myanmar [Burma],2013,246,"(95.956223, 21.913965)","(174.885971, -40.900557)"
New Zealand,Palestinian Territories,2013,24,"(35.233154, 31.952162)","(174.885971, -40.900557)"
Norway,Congo,2013,200,,"(8.468946, 60.472024)"
Norway,Iran,2013,121,"(53.688046, 32.427908)","(8.468946, 60.472024)"
Norway,Myanmar [Burma],2013,13,"(95.956223, 21.913965)","(8.468946, 60.472024)"
Norway,Stateless,2013,4,,"(8.468946, 60.472024)"
Norway,Syria,2013,2,"(38.996815, 34.802075)","(8.468946, 60.472024)"
Norway,Vietnam,2013,1,"(108.277199, 14.058324)","(8.468946, 60.472024)"
Philippines,Palestinian Territories,2013,3,"(35.233154, 31.952162)","(121.774017, 12.879721)"
Philippines,Syria,2013,1,"(38.996815, 34.802075)","(121.774017, 12.879721)"
Portugal,Iran,2013,2,"(53.688046, 32.427908)","(-8.224454, 39.399872)"
Sweden,Central African Rep.,2013,3,,"(18.643501, 60.128161)"
Sweden,Congo [DRC],2013,158,"(21.758664, -4.038333)","(18.643501, 60.128161)"
Sweden,Iran,2013,9,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,Myanmar [Burma],2013,10,"(95.956223, 21.913965)","(18.643501, 60.128161)"
Sweden,Russia,2013,2,"(105.318756, 61.52401)","(18.643501, 60.128161)"
Sweden,South Sudan,2013,2,,"(18.643501, 60.128161)"
Sweden,Stateless,2013,35,,"(18.643501, 60.128161)"
Sweden,Syria,2013,362,"(38.996815, 34.802075)","(18.643501, 60.128161)"
Sweden,Various/unknown,2013,2,,"(18.643501, 60.128161)"
United Kingdom,Bhutan,2013,101,"(90.433601, 27.514162)","(-3.435973, 55.378051)"
United Kingdom,Congo,2013,208,,"(-3.435973, 55.378051)"
United Kingdom,Eritrea,2013,4,"(39.782334, 15.179384)","(-3.435973, 55.378051)"
United Kingdom,Ethiopia,2013,34,"(40.489673, 9.145)","(-3.435973, 55.378051)"
United Kingdom,Iran,2013,5,"(53.688046, 32.427908)","(-3.435973, 55.378051)"
United Kingdom,Iraq,2013,132,"(43.679291, 33.223191)","(-3.435973, 55.378051)"
United Kingdom,Pakistan,2013,1,"(69.345116, 30.375321)","(-3.435973, 55.378051)"
United Kingdom,Rwanda,2013,1,"(29.873888, -1.940278)","(-3.435973, 55.378051)"
United Kingdom,Somalia,2013,321,"(46.199616, 5.152149)","(-3.435973, 55.378051)"
United Kingdom,Stateless,2013,1,,"(-3.435973, 55.378051)"
United Kingdom,Sudan,2013,158,"(30.217636, 12.862807)","(-3.435973, 55.378051)"
United States,Afghanistan,2013,678,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Algeria,2013,2,"(1.659626, 28.033886)","(-95.712891, 37.09024)"
United States,Angola,2013,6,"(17.873887, -11.202692)","(-95.712891, 37.09024)"
United States,Armenia,2013,3,"(45.038189, 40.069099)","(-95.712891, 37.09024)"
United States,Azerbaijan,2013,3,"(47.576927, 40.143105)","(-95.712891, 37.09024)"
United States,Bangladesh,2013,1,"(90.356331, 23.684994)","(-95.712891, 37.09024)"
United States,Belgium,2013,10,"(4.469936, 50.503887)","(-95.712891, 37.09024)"
United States,Bhutan,2013,9051,"(90.433601, 27.514162)","(-95.712891, 37.09024)"
United States,Bulgaria,2013,1,"(25.48583, 42.733883)","(-95.712891, 37.09024)"
United States,Burundi,2013,166,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Côte d'Ivoire,2013,29,"(-5.54708, 7.539989)","(-95.712891, 37.09024)"
United States,Cambodia,2013,42,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,Central African Rep.,2013,316,,"(-95.712891, 37.09024)"
United States,Chad,2013,28,"(18.732207, 15.454166)","(-95.712891, 37.09024)"
United States,China,2013,97,"(104.195397, 35.86166)","(-95.712891, 37.09024)"
United States,Colombia,2013,186,"(-74.297333, 4.570868)","(-95.712891, 37.09024)"
United States,Congo,2013,117,,"(-95.712891, 37.09024)"
United States,Cuba,2013,4101,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,North Korea,2013,14,"(127.510093, 40.339852)","(-95.712891, 37.09024)"
United States,Congo [DRC],2013,2623,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Egypt,2013,13,"(30.802498, 26.820553)","(-95.712891, 37.09024)"
United States,Eritrea,2013,1418,"(39.782334, 15.179384)","(-95.712891, 37.09024)"
United States,Ethiopia,2013,672,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Gambia,2013,9,"(-15.310139, 13.443182)","(-95.712891, 37.09024)"
United States,Georgia,2013,1,"(43.356892, 42.315407)","(-95.712891, 37.09024)"
United States,Guinea,2013,8,"(-9.696645, 9.945587)","(-95.712891, 37.09024)"
United States,India,2013,11,"(78.96288, 20.593684)","(-95.712891, 37.09024)"
United States,Indonesia,2013,6,"(113.921327, -0.789275)","(-95.712891, 37.09024)"
United States,Iran,2013,2535,"(53.688046, 32.427908)","(-95.712891, 37.09024)"
United States,Iraq,2013,18567,"(43.679291, 33.223191)","(-95.712891, 37.09024)"
United States,Jordan,2013,63,"(36.238414, 30.585164)","(-95.712891, 37.09024)"
United States,Kazakhstan,2013,5,"(66.923684, 48.019573)","(-95.712891, 37.09024)"
United States,Kenya,2013,8,"(37.906193, -0.023559)","(-95.712891, 37.09024)"
United States,Kuwait,2013,11,"(47.481766, 29.31166)","(-95.712891, 37.09024)"
United States,Kyrgyzstan,2013,7,"(74.766098, 41.20438)","(-95.712891, 37.09024)"
United States,Lebanon,2013,4,"(35.862285, 33.854721)","(-95.712891, 37.09024)"
United States,Liberia,2013,81,"(-9.429499, 6.428055)","(-95.712891, 37.09024)"
United States,Libya,2013,1,"(17.228331, 26.3351)","(-95.712891, 37.09024)"
United States,Mali,2013,1,"(-3.996166, 17.570692)","(-95.712891, 37.09024)"
United States,Morocco,2013,1,"(-7.09262, 31.791702)","(-95.712891, 37.09024)"
United States,Myanmar [Burma],2013,14580,"(95.956223, 21.913965)","(-95.712891, 37.09024)"
United States,Nepal,2013,101,"(84.124008, 28.394857)","(-95.712891, 37.09024)"
United States,Nigeria,2013,6,"(8.675277, 9.081999)","(-95.712891, 37.09024)"
United States,Pakistan,2013,159,"(69.345116, 30.375321)","(-95.712891, 37.09024)"
United States,Palestinian Territories,2013,162,"(35.233154, 31.952162)","(-95.712891, 37.09024)"
United States,Philippines,2013,1,"(121.774017, 12.879721)","(-95.712891, 37.09024)"
United States,Moldova,2013,75,"(28.369885, 47.411631)","(-95.712891, 37.09024)"
United States,Russia,2013,93,"(105.318756, 61.52401)","(-95.712891, 37.09024)"
United States,Rwanda,2013,125,"(29.873888, -1.940278)","(-95.712891, 37.09024)"
United States,Senegal,2013,2,"(-14.452362, 14.497401)","(-95.712891, 37.09024)"
United States,Sierra Leone,2013,3,"(-11.779889, 8.460555)","(-95.712891, 37.09024)"
United States,Somalia,2013,7450,"(46.199616, 5.152149)","(-95.712891, 37.09024)"
United States,South Sudan,2013,34,,"(-95.712891, 37.09024)"
United States,Sri Lanka,2013,88,"(80.771797, 7.873054)","(-95.712891, 37.09024)"
United States,Sudan,2013,2044,"(30.217636, 12.862807)","(-95.712891, 37.09024)"
United States,Syria,2013,45,"(38.996815, 34.802075)","(-95.712891, 37.09024)"
United States,Tajikistan,2013,4,"(71.276093, 38.861034)","(-95.712891, 37.09024)"
United States,Thailand,2013,4,"(100.992541, 15.870032)","(-95.712891, 37.09024)"
United States,Togo,2013,15,"(0.824782, 8.619543)","(-95.712891, 37.09024)"
United States,Tunisia,2013,1,"(9.537499, 33.886917)","(-95.712891, 37.09024)"
United States,Turkmenistan,2013,8,"(59.556278, 38.969719)","(-95.712891, 37.09024)"
United States,Uganda,2013,9,"(32.290275, 1.373333)","(-95.712891, 37.09024)"
United States,Ukraine,2013,209,"(31.16558, 48.379433)","(-95.712891, 37.09024)"
United States,Tanzania,2013,1,"(34.888822, -6.369028)","(-95.712891, 37.09024)"
United States,Uzbekistan,2013,39,"(64.585262, 41.377491)","(-95.712891, 37.09024)"
United States,Various/unknown,2013,15,,"(-95.712891, 37.09024)"
United States,Vietnam,2013,63,"(108.277199, 14.058324)","(-95.712891, 37.09024)"
United States,Yemen,2013,5,"(48.516388, 15.552727)","(-95.712891, 37.09024)"
United States,Zimbabwe,2013,12,"(29.154857, -19.015438)","(-95.712891, 37.09024)"
Australia,Congo,2014,3,,"(133.775136, -25.274398)"
Australia,Congo [DRC],2014,216,"(21.758664, -4.038333)","(133.775136, -25.274398)"
Australia,Iran,2014,739,"(53.688046, 32.427908)","(133.775136, -25.274398)"
Australia,Myanmar [Burma],2014,1292,"(95.956223, 21.913965)","(133.775136, -25.274398)"
Australia,Palestinian Territories,2014,4,"(35.233154, 31.952162)","(133.775136, -25.274398)"
Australia,South Sudan,2014,115,,"(133.775136, -25.274398)"
Australia,Syria,2014,1820,"(38.996815, 34.802075)","(133.775136, -25.274398)"
Australia,Tibetan,2014,109,,"(133.775136, -25.274398)"
Australia,Tanzania,2014,9,"(34.888822, -6.369028)","(133.775136, -25.274398)"
Australia,Venezuela,2014,1,"(-66.58973, 6.42375)","(133.775136, -25.274398)"
Australia,Vietnam,2014,1,"(108.277199, 14.058324)","(133.775136, -25.274398)"
Austria,Syria,2014,388,"(38.996815, 34.802075)","(14.550072, 47.516231)"
Belgium,Congo [DRC],2014,6,"(21.758664, -4.038333)","(4.469936, 50.503887)"
Belgium,Syria,2014,28,"(38.996815, 34.802075)","(4.469936, 50.503887)"
Brazil,Syria,2014,1,"(38.996815, 34.802075)","(-51.92528, -14.235004)"
Canada,Central African Rep.,2014,109,,"(-106.346771, 56.130366)"
Canada,Congo,2014,2,,"(-106.346771, 56.130366)"
Canada,Congo [DRC],2014,1066,"(21.758664, -4.038333)","(-106.346771, 56.130366)"
Canada,Iran,2014,1080,"(53.688046, 32.427908)","(-106.346771, 56.130366)"
Canada,Myanmar [Burma],2014,388,"(95.956223, 21.913965)","(-106.346771, 56.130366)"
Canada,Palestinian Territories,2014,24,"(35.233154, 31.952162)","(-106.346771, 56.130366)"
Canada,Russia,2014,7,"(105.318756, 61.52401)","(-106.346771, 56.130366)"
Canada,Serbia,2014,10,"(21.005859, 44.016521)","(-106.346771, 56.130366)"
Canada,South Sudan,2014,21,,"(-106.346771, 56.130366)"
Canada,Stateless,2014,193,,"(-106.346771, 56.130366)"
Canada,Syria,2014,1083,"(38.996815, 34.802075)","(-106.346771, 56.130366)"
Canada,United Kingdom,2014,2,"(-3.435973, 55.378051)","(-106.346771, 56.130366)"
Canada,Tanzania,2014,1,"(34.888822, -6.369028)","(-106.346771, 56.130366)"
Canada,Vietnam,2014,27,"(108.277199, 14.058324)","(-106.346771, 56.130366)"
Czech Republic,China,2014,4,"(104.195397, 35.86166)","(15.472962, 49.817492)"
Czech Republic,Sri Lanka,2014,1,"(80.771797, 7.873054)","(15.472962, 49.817492)"
Denmark,Central African Rep.,2014,12,,"(9.501785, 56.26392)"
Denmark,Congo,2014,31,,"(9.501785, 56.26392)"
Denmark,Stateless,2014,8,,"(9.501785, 56.26392)"
Denmark,Syria,2014,124,"(38.996815, 34.802075)","(9.501785, 56.26392)"
Denmark,Vietnam,2014,3,"(108.277199, 14.058324)","(9.501785, 56.26392)"
Finland,North Korea,2014,2,"(127.510093, 40.339852)","(25.748151, 61.92411)"
Finland,Congo [DRC],2014,189,"(21.758664, -4.038333)","(25.748151, 61.92411)"
Finland,Iran,2014,85,"(53.688046, 32.427908)","(25.748151, 61.92411)"
Finland,Stateless,2014,8,,"(25.748151, 61.92411)"
Finland,Syria,2014,431,"(38.996815, 34.802075)","(25.748151, 61.92411)"
Finland,Various/unknown,2014,15,,"(25.748151, 61.92411)"
France,Central African Rep.,2014,1,,"(2.213749, 46.227638)"
France,Congo,2014,1,,"(2.213749, 46.227638)"
France,Congo [DRC],2014,12,"(21.758664, -4.038333)","(2.213749, 46.227638)"
France,Iran,2014,1,"(53.688046, 32.427908)","(2.213749, 46.227638)"
France,Palestinian Territories,2014,3,"(35.233154, 31.952162)","(2.213749, 46.227638)"
France,Russia,2014,3,"(105.318756, 61.52401)","(2.213749, 46.227638)"
France,Syria,2014,40,"(38.996815, 34.802075)","(2.213749, 46.227638)"
Germany,Iran,2014,6,"(53.688046, 32.427908)","(10.451526, 51.165691)"
Germany,South Sudan,2014,1,,"(10.451526, 51.165691)"
Germany,Stateless,2014,58,,"(10.451526, 51.165691)"
Ireland,Congo [DRC],2014,7,"(21.758664, -4.038333)","(-8.24389, 53.41291)"
Ireland,Syria,2014,89,"(38.996815, 34.802075)","(-8.24389, 53.41291)"
Japan,Myanmar [Burma],2014,23,"(95.956223, 21.913965)","(138.252924, 36.204824)"
Liechtenstein,Syria,2014,5,"(38.996815, 34.802075)","(9.555373, 47.166)"
Luxembourg,Syria,2014,28,"(38.996815, 34.802075)","(6.129583, 49.815273)"
Netherlands,Congo,2014,13,,"(5.291266, 52.132633)"
Netherlands,Congo [DRC],2014,27,"(21.758664, -4.038333)","(5.291266, 52.132633)"
Netherlands,Iran,2014,7,"(53.688046, 32.427908)","(5.291266, 52.132633)"
Netherlands,Myanmar [Burma],2014,2,"(95.956223, 21.913965)","(5.291266, 52.132633)"
Netherlands,Palestinian Territories,2014,1,"(35.233154, 31.952162)","(5.291266, 52.132633)"
Netherlands,Russia,2014,1,"(105.318756, 61.52401)","(5.291266, 52.132633)"
Netherlands,South Sudan,2014,8,,"(5.291266, 52.132633)"
Netherlands,Stateless,2014,9,,"(5.291266, 52.132633)"
Netherlands,Syria,2014,243,"(38.996815, 34.802075)","(5.291266, 52.132633)"
Netherlands,Various/unknown,2014,68,,"(5.291266, 52.132633)"
Netherlands,Vietnam,2014,8,"(108.277199, 14.058324)","(5.291266, 52.132633)"
New Zealand,Congo [DRC],2014,4,"(21.758664, -4.038333)","(174.885971, -40.900557)"
New Zealand,Iran,2014,8,"(53.688046, 32.427908)","(174.885971, -40.900557)"
New Zealand,Myanmar [Burma],2014,177,"(95.956223, 21.913965)","(174.885971, -40.900557)"
New Zealand,Palestinian Territories,2014,18,"(35.233154, 31.952162)","(174.885971, -40.900557)"
New Zealand,Stateless,2014,4,,"(174.885971, -40.900557)"
New Zealand,Syria,2014,14,"(38.996815, 34.802075)","(174.885971, -40.900557)"
Norway,Congo,2014,78,,"(8.468946, 60.472024)"
Norway,Iran,2014,21,"(53.688046, 32.427908)","(8.468946, 60.472024)"
Norway,Stateless,2014,12,,"(8.468946, 60.472024)"
Norway,Syria,2014,785,"(38.996815, 34.802075)","(8.468946, 60.472024)"
Philippines,Palestinian Territories,2014,13,"(35.233154, 31.952162)","(121.774017, 12.879721)"
Philippines,Stateless,2014,9,,"(121.774017, 12.879721)"
Philippines,Syria,2014,4,"(38.996815, 34.802075)","(121.774017, 12.879721)"
Philippines,Vietnam,2014,12,"(108.277199, 14.058324)","(121.774017, 12.879721)"
Portugal,Congo [DRC],2014,2,"(21.758664, -4.038333)","(-8.224454, 39.399872)"
Portugal,Iran,2014,2,"(53.688046, 32.427908)","(-8.224454, 39.399872)"
Sweden,Central African Rep.,2014,9,,"(18.643501, 60.128161)"
Sweden,Congo,2014,3,,"(18.643501, 60.128161)"
Sweden,Congo [DRC],2014,226,"(21.758664, -4.038333)","(18.643501, 60.128161)"
Sweden,Iran,2014,8,"(53.688046, 32.427908)","(18.643501, 60.128161)"
Sweden,South Sudan,2014,6,,"(18.643501, 60.128161)"
Sweden,Stateless,2014,77,,"(18.643501, 60.128161)"
Sweden,Syria,2014,714,"(38.996815, 34.802075)","(18.643501, 60.128161)"
Switzerland,Congo [DRC],2014,7,"(21.758664, -4.038333)","(8.227512, 46.818188)"
Switzerland,Syria,2014,113,"(38.996815, 34.802075)","(8.227512, 46.818188)"
Switzerland,Various/unknown,2014,22,,"(8.227512, 46.818188)"
United Kingdom,Congo [DRC],2014,202,"(21.758664, -4.038333)","(-3.435973, 55.378051)"
United Kingdom,Eritrea,2014,3,"(39.782334, 15.179384)","(-3.435973, 55.378051)"
United Kingdom,Ethiopia,2014,79,"(40.489673, 9.145)","(-3.435973, 55.378051)"
United Kingdom,Iraq,2014,113,"(43.679291, 33.223191)","(-3.435973, 55.378051)"
United Kingdom,Palestinian Territories,2014,1,"(35.233154, 31.952162)","(-3.435973, 55.378051)"
United Kingdom,Somalia,2014,240,"(46.199616, 5.152149)","(-3.435973, 55.378051)"
United Kingdom,Sudan,2014,4,"(30.217636, 12.862807)","(-3.435973, 55.378051)"
United Kingdom,Syria,2014,143,"(38.996815, 34.802075)","(-3.435973, 55.378051)"
United Kingdom,Various/unknown,2014,2,,"(-3.435973, 55.378051)"
United States,Afghanistan,2014,696,"(67.709953, 33.93911)","(-95.712891, 37.09024)"
United States,Armenia,2014,45,"(45.038189, 40.069099)","(-95.712891, 37.09024)"
United States,Azerbaijan,2014,21,"(47.576927, 40.143105)","(-95.712891, 37.09024)"
United States,Bangladesh,2014,2,"(90.356331, 23.684994)","(-95.712891, 37.09024)"
United States,Belarus,2014,60,"(27.953389, 53.709807)","(-95.712891, 37.09024)"
United States,Bhutan,2014,7476,"(90.433601, 27.514162)","(-95.712891, 37.09024)"
United States,Burundi,2014,133,"(29.918886, -3.373056)","(-95.712891, 37.09024)"
United States,Côte d'Ivoire,2014,39,"(-5.54708, 7.539989)","(-95.712891, 37.09024)"
United States,Cambodia,2014,34,"(104.990963, 12.565679)","(-95.712891, 37.09024)"
United States,Cameroon,2014,9,"(12.354722, 7.369722)","(-95.712891, 37.09024)"
United States,Central African Rep.,2014,200,,"(-95.712891, 37.09024)"
United States,Chad,2014,31,"(18.732207, 15.454166)","(-95.712891, 37.09024)"
United States,China,2014,50,"(104.195397, 35.86166)","(-95.712891, 37.09024)"
United States,Colombia,2014,461,"(-74.297333, 4.570868)","(-95.712891, 37.09024)"
United States,Congo,2014,58,,"(-95.712891, 37.09024)"
United States,Cuba,2014,3703,"(-77.781167, 21.521757)","(-95.712891, 37.09024)"
United States,North Korea,2014,15,"(127.510093, 40.339852)","(-95.712891, 37.09024)"
United States,Congo [DRC],2014,5128,"(21.758664, -4.038333)","(-95.712891, 37.09024)"
United States,Ecuador,2014,23,"(-78.183406, -1.831239)","(-95.712891, 37.09024)"
United States,Egypt,2014,17,"(30.802498, 26.820553)","(-95.712891, 37.09024)"
United States,Eritrea,2014,1409,"(39.782334, 15.179384)","(-95.712891, 37.09024)"
United States,Ethiopia,2014,687,"(40.489673, 9.145)","(-95.712891, 37.09024)"
United States,Gabon,2014,3,"(11.609444, -0.803689)","(-95.712891, 37.09024)"
United States,Gambia,2014,1,"(-15.310139, 13.443182)","(-95.712891, 37.09024)"
United States,Georgia,2014,15,"(43.356892, 42.315407)","(-95.712891, 37.09024)"
United States,Ghana,2014,2,"(-1.023194, 7.946527)","(-95.712891, 37.09024)"
